duration,src_bytes,dst_bytes,count,srv_count
0.9385361799537182,160.4762772277344,3269.1480395248163,5,6
6.020242861835042,223.57341785679978,3536.253668654901,9,4
2.6334913870908987,294.1012248237517,2817.5236352285574,4,7
1.8258851075519065,267.27100230774886,2580.395166330497,4,8
0.33924974092469257,279.65933133196984,2477.5954029894833,1,6
0.33919258382921036,174.43921617844074,2016.8217053119993,8,3
0.11967753721736135,150.51975898707096,4028.103564970161,8,4
4.022461728959879,193.7106539950176,2448.3958171391587,4,5
1.838164307254529,202.78624561443473,2889.373188207114,1,3
2.4625001234091806,254.70957592354742,2861.5933500555398,9,5
0.041598615998277244,115.37676851425903,3153.7033489045502,4,8
7.007114950316624,276.4775159730307,3407.8686062696484,2,8
3.57285908670935,192.09960507105052,3430.236744179873,4,5
0.477375250497894,178.655946502629,2708.461280715531,3,5
0.4013579774993267,149.39478123699163,2916.4391431067943,8,8
0.4052228456645141,117.25716640671153,3141.28997524415,9,5
0.7255074589209543,241.15852919809572,2875.6544369082267,4,4
1.487855661721709,203.6658983594202,3803.672788009996,4,3
1.1310741335606733,135.5019550129473,3245.487475819126,5,7
0.688445985107883,135.2460613968192,3367.438893024909,11,4
1.8927417477995974,183.21076503549358,3331.4406343337064,8,4
0.30046905745467734,283.45107626446963,3586.7369287426627,6,5
0.6910310240048045,187.02043243181976,3090.5107793518537,2,3
0.9125544364416941,124.8428523440947,2351.5840260220766,8,5
1.21786937571955,187.71284679570277,3199.8439758763207,7,4
3.075872022061824,186.36382151261648,2674.3215531040855,6,6
0.4454717242573806,65.15566785292143,2735.6916591251215,5,5
1.4440583100662554,197.28525667410938,3293.182009377547,3,5
1.7950094426195211,188.4532734895661,3619.141535716818,5,2
0.09512769951281709,234.8103182406709,3010.6357883680307,3,5
1.8706660412992202,292.44780474726724,3154.416506299482,3,3
0.37392250395483284,256.3282514773879,3851.107472317619,7,3
0.13452786175860848,186.55556547225848,3120.376589744284,4,5
5.947375587013862,144.6737045629165,4300.841557090198,4,4
6.741260684922345,328.667990162493,3282.754822815772,6,3
3.3046631456257534,202.9609217007244,2119.618620422091,6,4
0.7265757199375166,200.6964645956473,3376.670810552266,3,2
0.20555463000501248,198.79374564449984,3190.579192441389,4,6
2.3055015261973235,209.90423803839275,3644.876377041373,6,7
1.1601816851707967,192.78197940380286,3336.590675634979,6,3
0.2603044679088973,171.31689965598818,2930.772008008113,6,5
1.3670944562683003,172.65705293798038,2387.8508818553173,6,4
0.06998744288695817,198.3623364892001,2895.4883713569875,3,6
4.800845774786048,172.82876144331175,2574.73977289535,5,6
0.5989155536813722,164.3577108661418,2709.7382750976385,2,2
2.1725115971299607,205.32151138459483,3294.2892022103047,5,2
0.7470931633152473,187.25113912895725,3834.952252175703,3,5
1.4682217918184572,275.1996494291344,3197.3357649114905,3,2
1.582447595963595,67.45150958034941,2402.0584689824077,5,7
0.4087771990158115,254.57534259612308,3222.3013341100705,11,4
6.985614265472453,262.30425962488147,3598.3157433228257,7,5
2.9844907542762815,96.33048837959252,2695.108547840309,7,7
5.610188838583165,182.86562029598255,2932.9914166635413,4,5
4.504303995068393,181.42795670021042,3007.3440973645984,1,7
1.82210882476655,129.62441526410893,2607.55084345888,4,1
5.09887075853881,161.10916562045622,3324.1402169219296,5,3
0.18531091790623125,144.47120772670857,2939.5259256961094,4,4
0.4362693892625349,287.6135221711811,3209.766221953514,4,9
0.09256393137366391,246.78391965737305,2556.25391109895,7,4
0.7870641736061736,263.57775474970794,2781.270849838295,6,5
0.9842605835884372,236.08360320216175,3361.1906789138857,8,6
0.6331208864176514,143.54741143913856,2813.5834239541164,4,6
3.529115730481868,173.7739866860113,3863.4819256167025,3,3
0.8824539990597403,224.4687280613959,2800.181907192699,0,3
0.6596056802684984,138.89360955540275,3112.342362875943,4,5
1.564814166415492,235.6499215086194,3466.295415936545,1,7
0.3037962956412577,187.98373009209325,2290.817133533484,4,6
3.2409671915494624,181.25895962252014,2119.595594009612,3,6
0.15495173762261802,235.54799841017456,2237.1718427149526,5,4
8.66829267917464,222.213165574302,3631.292051713591,6,7
2.958967552483023,181.951691709046,2724.070927053777,6,4
0.4430788810117719,257.96649016821243,4279.099642834126,4,8
0.01107484075187095,145.94683362000512,2717.876200671306,4,5
3.379793554972252,230.7967803472132,3092.2756515985184,5,5
2.4541918147740893,229.6550628984192,3771.054976283938,1,4
2.611325817575998,184.5226780343005,4003.0464440795613,9,5
2.950429052087027,216.3066511121059,4030.751788318199,7,2
0.1538585310275927,137.44432118073485,3604.1831152965715,5,3
0.887785344832465,246.20135096034505,3512.031262905731,4,7
